"id","participant_id","timesent_utc","name","gender","handedness","time_gameplayed_utc","details","Late Response","Response Window","Trial Type","Correct Button","Response Time","Color Pressed","Color Shown"
"53dd5472b6145eba5a906ad7","GREEN-00025","2014-08-02T16:13:19-0500",,"FEMALE","LEFT","2014-08-02T16:08:46-0500","Word Game",,"0","960","NEUTRAL","1","786.5469455718994","WHITE","WHITE"
"53dd5472b6145eba5a906ad7","GREEN-00025","2014-08-02T16:13:19-0500",,"FEMALE","LEFT","2014-08-02T16:08:46-0500","Word Game",,"0","1110","INCONGRUENT","1","852.2260189056396","YELLOW","YELLOW"
"53dd5472b6145eba5a906ad7","GREEN-00025","2014-08-02T16:13:19-0500",,"FEMALE","LEFT","2014-08-02T16:08:46-0500","Word Game",,"0","940","NEUTRAL","1","819.7720050811768","YELLOW","YELLOW"
"53dd5472b6145eba5a906ad7","GREEN-00025","2014-08-02T16:13:19-0500",,"FEMALE","LEFT","2014-08-02T16:08:46-0500","Word Game",,"0","1090","INCONGRUENT","1","1021.0860371589661","WHITE","WHITE"
"53dd5472b6145eba5a906ad7","GREEN-00025","2014-08-02T16:13:19-0500",,"FEMALE","LEFT","2014-08-02T16:08:46-0500","Word Game",,"1","770","CONGRUENT","0","N/A","RED","RED"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","800","NEUTRAL","1","563.431978225708","YELLOW","YELLOW"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","800","CONGRUENT","1","533.7240099906921","WHITE","WHITE"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","800","INCONGRUENT","1","604.4790148735046","WHITE","WHITE"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","790","NEUTRAL","1","486.473023891449","YELLOW","YELLOW"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","790","CONGRUENT","1","780.2550196647644","RED","RED"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","780","CONGRUENT","1","644.182026386261","RED","RED"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","790","INCONGRUENT","1","626.8550157546997","YELLOW","YELLOW"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","780","NEUTRAL","1","526.5139937400818","YELLOW","YELLOW"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","760","CONGRUENT","1","642.6289677619934","GREEN","GREEN"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"1","760","NEUTRAL","0","N/A","N/A","WHITE"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","720","CONGRUENT","1","606.9989800453186","YELLOW","YELLOW"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","640","CONGRUENT","1","626.2840032577515","YELLOW","YELLOW"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"1","480","CONGRUENT","0","N/A","YELLOW","YELLOW"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","780","INCONGRUENT","1","691.7960047721863","GREEN","GREEN"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","800","NEUTRAL","1","644.6490287780762","GREEN","GREEN"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","760","INCONGRUENT","1","727.249026298523","YELLOW","YELLOW"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","790","NEUTRAL","1","758.8040232658386","WHITE","WHITE"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","780","NEUTRAL","1","552.5479912757874","RED","RED"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"0","760","NEUTRAL","0","726.9230484962463","RED","GREEN"
"53dffa79b6145e634a0923a0","GREEN-00022","2014-08-04T14:26:15-0700",,"FEMALE","RIGHT","2014-08-04T14:22:10-0700","Word Game",,"1","720","INCONGRUENT","0","N/A","N/A","YELLOW"
