"id","participant_id","timesent_utc","name","gender","handedness","time_gameplayed_utc","details","Late Response","Correct Selection","Same Face","Response Time","Time Interval"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Ignore Distraction",,"0","0","0","1159.8730087280273","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Ignore Distraction",,"1","0","0","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Ignore Distraction",,"1","0","0","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Ignore Distraction",,"0","0","1","702.7750015258789","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Ignore Distraction",,"0","1","1","1270.255982875824","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Ignore Distraction",,"1","0","0","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Ignore Distraction",,"0","1","0","995.9689974784851","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"1","0","0","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"0","1","0","533.553957939148","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"1","0","0","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"1","0","0","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"0","1","0","1019.1799998283386","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"1","0","0","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"0","1","1","1049.7400164604187","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"1","0","0","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"1","0","0","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","No Distraction",,"0","1","0","1007.7100396156311","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"1","0","0","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"1","0","0","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"0","1","0","1154.7390222549438","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"0","1","1","1128.176987171173","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"0","1","1","964.0660285949707","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"1","0","1","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"0","0","0","1283.0260396003723","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"1","0","0","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"1","0","0","N/A","5000"
"53e18224b6145e744f0923a2","BLUE-00051","2014-08-05T21:17:23-0400",,"FEMALE","LEFT","2014-08-05T21:06:43-0400","Age Interruption",,"0","1","0","1060.8150362968445","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"0","1","0","978.2270193099976","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"0","0","0","1001.4709830284119","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"0","1","0","970.0589776039124","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"0","1","1","973.5950231552124","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"0","0","1","931.4700365066528","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"0","0","1","982.4099540710449","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"0","1","0","932.7110052108765","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"0","1","1","967.3259854316711","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"0","1","0","806.6110014915466","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"0","0","1","932.9699873924255","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"0","1","1","1192.3459768295288","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"1","0","0","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"1","0","0","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"1","0","1","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"1","0","0","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"0","0","1","768.8010334968567","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"1","0","0","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"1","0","0","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"0","1","0","917.322039604187","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"1","0","1","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"1","0","0","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"0","1","0","1168.2720184326172","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"1","0","1","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"1","0","1","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"0","0","1","816.6720271110535","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"0","0","0","954.2160034179688","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","No Distraction",,"1","0","1","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"0","1","1","880.9959888458252","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"0","0","1","980.2780151367188","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"1","0","0","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"0","1","0","1130.814015865326","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"1","0","1","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"0","0","1","1078.0490040779114","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"1","0","1","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"0","0","1","1037.7750396728516","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"1","0","0","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"1","0","1","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"0","1","1","845.2410101890564","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"1","0","0","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"0","0","0","827.8589844703674","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"1","0","0","N/A","5000"
"53e2affdb6145e56350923a0","BLUE-00051","2014-08-06T18:45:14-0400",,"FEMALE","LEFT","2014-08-06T18:36:32-0400","Age Interruption",,"0","0","0","991.8910264968872","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"0","0","1","745.3809976577759","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"1","0","0","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"0","0","0","736.6539835929871","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"0","1","0","799.1109490394592","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"1","0","0","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"0","1","1","1183.9280128479004","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"1","0","0","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Ignore Distraction",,"1","0","0","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"0","0","1","260.7419490814209","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"0","1","1","891.5189504623413","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"0","1","0","796.9440221786499","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"1","0","0","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"0","0","0","1070.6579685211182","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"0","1","1","944.7119832038879","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"0","1","0","821.1399912834167","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"0","1","0","804.7090172767639","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"0","0","1","1022.4759578704834","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"0","1","0","907.2650074958801","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","No Distraction",,"1","0","0","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"1","0","0","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"0","0","1","830.7710289955139","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"1","0","0","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"0","0","0","465.31403064727783","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"0","1","0","792.7889823913574","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"0","0","1","246.7309832572937","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"0","1","1","747.0630407333374","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"0","0","1","863.8660311698914","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"1","0","0","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"0","0","0","1069.6849822998047","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"0","1","1","680.7090044021606","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"1","0","1","N/A","5000"
"53e3f36eb6145ee5280923a0","BLUE-00051","2014-08-07T17:45:14-0400",,"FEMALE","LEFT","2014-08-07T17:34:22-0400","Age Interruption",,"0","1","0","830.5700421333313","5000"
"53ee89fcb6145e9406ef3af8","BLUE-00062","2014-08-15T15:30:18-0700",,"FEMALE","RIGHT","2014-08-15T15:21:37-0700","Ignore Distraction",,"0","1","0","650.0629782676697","5000"
"53ee89fcb6145e9406ef3af8","BLUE-00062","2014-08-15T15:30:18-0700",,"FEMALE","RIGHT","2014-08-15T15:21:37-0700","Ignore Distraction",,"0","0","1","752.8179883956909","5000"
"53ee89fcb6145e9406ef3af8","BLUE-00062","2014-08-15T15:30:18-0700",,"FEMALE","RIGHT","2014-08-15T15:21:37-0700","Ignore Distraction",,"0","1","1","628.3680200576782","5000"
"53ee89fcb6145e9406ef3af8","BLUE-00062","2014-08-15T15:30:18-0700",,"FEMALE","RIGHT","2014-08-15T15:21:37-0700","Ignore Distraction",,"0","1","0","598.2820391654968","5000"
"53ee89fcb6145e9406ef3af8","BLUE-00062","2014-08-15T15:30:18-0700",,"FEMALE","RIGHT","2014-08-15T15:21:37-0700","Ignore Distraction",,"0","1","1","819.6850419044495","5000"
"53ee89fcb6145e9406ef3af8","BLUE-00062","2014-08-15T15:30:18-0700",,"FEMALE","RIGHT","2014-08-15T15:21:37-0700","Ignore Distraction",,"0","1","1","510.9500288963318","5000"
"53ee89fcb6145e9406ef3af8","BLUE-00062","2014-08-15T15:30:18-0700",,"FEMALE","RIGHT","2014-08-15T15:21:37-0700","Ignore Distraction",,"0","0","0","814.857006072998","5000"
"53ee89fcb6145e9406ef3af8","BLUE-00062","2014-08-15T15:30:18-0700",,"FEMALE","RIGHT","2014-08-15T15:21:37-0700","Ignore Distraction",,"0","1","1","807.898998260498","5000"
"53ee89fcb6145e9406ef3af8","BLUE-00062","2014-08-15T15:30:18-0700",,"FEMALE","RIGHT","2014-08-15T15:21:37-0700","Ignore Distraction",,"0","1","0","645.2789902687073","5000"
"53ee89fcb6145e9406ef3af8","BLUE-00062","2014-08-15T15:30:18-0700",,"FEMALE","RIGHT","2014-08-15T15:21:37-0700","Ignore Distraction",,"0","1","1","549.8159527778625","5000"
"53ee89fcb6145e9406ef3af8","BLUE-00062","2014-08-15T15:30:18-0700",,"FEMALE","RIGHT","2014-08-15T15:21:37-0700","Ignore Distraction",,"0","1","0","611.7029786109924","5000"
"53ee89fcb6145e9406ef3af8","BLUE-00062","2014-08-15T15:30:18-0700",,"FEMALE","RIGHT","2014-08-15T15:21:37-0700","Ignore Distraction",,"0","1","0","672.5109815597534","5000"
